id,value1,value2
82437,77,87
82438,81,71
82439,75,42
82440,57,17
82441,8,95
82442,89,92
82443,93,52
82444,11,79
82445,32,47
82446,96,76
82447,81,59
82448,83,97
82449,35,38
82450,91,31
82451,38,7
82452,36,11
82453,41,25
82454,73,44
82455,98,60
82456,98,89
82457,91,95
82458,4,87
82459,24,94
82460,86,62
82461,79,27
82462,49,74
82463,56,98
82464,60,54
82465,31,25
82466,92,97
82467,71,27
82468,67,39
82469,5,73
82470,80,96
82471,95,61
82472,78,34
82473,10,42
82474,47,2
82475,90,6
82476,99,44
82477,67,23
82478,34,84
82479,80,43
82480,32,84
82481,1,26
82482,34,91
82483,37,47
82484,61,65
82485,50,95
82486,6,79
82487,8,47
82488,7,99
82489,12,18
82490,32,97
82491,23,92
82492,8,61
82493,9,4
82494,60,28
82495,16,22
82496,54,61
82497,54,54
82498,11,68
82499,15,96
82500,92,88
82501,78,71
82502,80,67
82503,75,91
82504,28,11
82505,65,24
82506,26,52
82507,77,33
82508,45,39
82509,52,31
82510,64,18
82511,84,56
82512,71,62
82513,33,45
82514,82,24
82515,84,87
82516,35,53
82517,57,40
82518,43,64
82519,53,95
82520,38,70
82521,81,99
82522,32,31
82523,34,39
82524,5,43
82525,38,33
82526,33,71
82527,53,68
82528,58,89
82529,72,67
82530,31,54
82531,100,7
82532,76,11
82533,38,41
82534,59,93
82535,2,85
82536,57,71
82537,92,84
82538,29,24
82539,33,39
82540,34,16
82541,38,50
82542,76,76
82543,98,30
82544,47,61
82545,58,54
82546,88,94
82547,45,61
82548,95,96
82549,22,7
82550,19,82
82551,91,54
82552,46,84
82553,31,54
82554,45,33
82555,65,93
82556,98,58
82557,82,67
82558,27,38
82559,87,4
82560,55,64
82561,15,7
82562,32,56
82563,49,63
82564,58,32
82565,58,27
82566,41,5
82567,87,97
82568,50,79
82569,62,94
82570,99,29
82571,18,65
82572,25,7
82573,23,38
82574,69,18
82575,40,96
82576,65,77
82577,53,66
82578,83,64
82579,72,59
82580,78,73
82581,68,15
82582,64,2
82583,95,43
82584,59,80
82585,91,88
82586,1,56
82587,64,33
82588,89,46
82589,82,97
82590,24,49
82591,56,44
82592,27,70
82593,61,81
82594,27,15
82595,89,52
82596,83,56
82597,16,94
82598,95,81
82599,33,46
82600,18,66
82601,80,60
82602,64,26
82603,61,91
82604,63,63
82605,87,19
82606,5,21
82607,38,20
82608,92,28
82609,12,3
82610,13,75
82611,82,26
82612,64,76
82613,5,54
82614,14,31
82615,36,67
82616,40,97
82617,3,1
82618,58,100
82619,72,70
82620,5,16
82621,5,45
82622,65,21
82623,24,66
82624,15,93
82625,70,98
82626,27,65
82627,91,64
82628,69,25
82629,63,36
82630,67,4
82631,7,13
82632,72,36
82633,23,82
82634,66,17
82635,39,20
82636,10,54
82637,74,14
82638,63,73
82639,78,25
82640,80,98
82641,68,100
82642,78,60
82643,83,77
82644,45,89
82645,74,96
82646,14,13
82647,84,5
82648,47,71
82649,59,4
82650,94,83
82651,83,50
82652,97,56
82653,2,43
82654,67,94
82655,23,66
82656,85,36
82657,61,89
82658,72,15
82659,40,94
82660,25,43
82661,44,78
82662,23,20
82663,63,36
82664,57,84
82665,31,11
82666,46,51
82667,10,97
82668,15,61
82669,43,5
82670,38,67
82671,73,78
82672,54,92
82673,85,63
82674,79,55
82675,71,23
82676,33,4
82677,16,49
82678,11,72
82679,96,61
82680,37,5
82681,60,56
82682,26,20
82683,21,80
82684,84,90
82685,82,42
82686,86,61
82687,32,28
82688,72,56
82689,1,98
82690,94,17
82691,51,95
82692,77,28
82693,68,63
82694,91,48
82695,79,17
82696,93,99
82697,51,21
82698,35,79
82699,41,53
82700,82,44
82701,94,38
82702,22,94
82703,32,57
82704,48,91
82705,55,67
82706,69,77
82707,28,79
82708,24,44
82709,20,10
82710,81,97
82711,81,7
82712,29,42
82713,84,93
82714,76,23
82715,48,21
82716,7,62
82717,74,25
82718,93,43
82719,15,67
82720,99,62
82721,43,81
82722,28,58
82723,31,47
82724,18,31
82725,48,17
82726,35,96
82727,48,95
82728,45,74
82729,74,8
82730,25,20
82731,5,97
82732,33,95
82733,25,90
82734,90,19
82735,32,83
82736,21,95
82737,47,8
82738,96,28
82739,61,30
82740,55,85
82741,43,30
82742,39,68
82743,2,7
82744,21,58
82745,78,2
82746,24,76
82747,88,98
82748,16,43
82749,99,50
82750,14,4
82751,82,57
82752,91,58
82753,31,55
82754,48,28
82755,3,88
82756,24,81
82757,53,25
82758,68,95
82759,76,91
82760,79,39
82761,8,7
82762,9,13
82763,6,65
82764,13,74
82765,13,63
82766,27,32
82767,93,36
82768,31,28
82769,5,66
82770,50,83
82771,54,50
82772,31,24
82773,4,100
82774,38,16
82775,8,49
82776,10,95
82777,33,3
82778,42,75
82779,48,95
82780,69,35
82781,90,100
82782,27,14
82783,25,56
82784,33,12
82785,11,100
82786,70,32
82787,22,91
82788,37,11
82789,70,2
82790,78,100
82791,54,46
82792,87,41
82793,11,100
82794,26,15
82795,8,12
82796,44,82
82797,51,4
82798,59,3
82799,23,90
82800,59,85
82801,57,66
82802,91,48
82803,73,88
82804,71,52
82805,24,99
82806,71,72
82807,33,62
82808,25,35
82809,15,44
82810,77,84
82811,27,38
82812,13,48
82813,1,26
82814,52,7
82815,13,15
82816,92,38
82817,75,46
82818,71,87
82819,42,76
82820,79,86
82821,34,33
82822,57,98
82823,71,86
82824,78,41
82825,48,83
82826,65,2
82827,94,23
82828,52,43
82829,90,7
82830,39,75
82831,51,72
82832,11,53
82833,80,39
82834,36,94
82835,17,58
82836,55,75
82837,74,70
82838,71,37
82839,1,89
82840,88,69
82841,24,20
82842,35,94
82843,92,4
82844,40,31
82845,28,4
82846,2,62
82847,20,91
82848,20,41
82849,25,93
82850,71,36
82851,51,51
82852,22,60
82853,29,27
82854,37,100
82855,92,9
82856,5,71
82857,56,34
82858,8,17
82859,48,32
82860,35,70
82861,66,43
82862,21,43
82863,41,81
82864,23,34
82865,36,10
82866,56,25
82867,33,89
82868,10,17
82869,54,93
82870,77,23
82871,22,35
82872,20,82
82873,29,23
82874,21,33
82875,53,64
82876,11,100
82877,100,97
82878,13,82
82879,81,81
82880,27,93
82881,23,76
82882,7,33
82883,26,50
82884,92,82
82885,82,38
82886,62,73
82887,15,29
82888,35,82
82889,61,6
82890,60,28
82891,95,75
82892,18,97
82893,2,81
82894,97,86
82895,30,77
82896,92,39
82897,62,47
82898,11,36
82899,32,40
82900,65,53
82901,69,50
82902,92,1
82903,6,83
82904,51,9
82905,65,49
82906,25,83
82907,38,61
82908,66,95
82909,20,75
82910,92,19
82911,69,11
82912,21,98
82913,74,39
82914,63,76
82915,70,24
82916,37,71
82917,66,79
82918,2,19
82919,11,17
82920,34,87
82921,26,84
82922,89,85
82923,70,40
82924,47,14
82925,21,7
82926,24,35
82927,8,56
82928,49,95
82929,41,88
82930,29,89
82931,30,67
82932,97,20
82933,69,61
82934,47,67
82935,82,51
82936,62,39
82937,63,20
82938,15,17
82939,97,3
82940,59,80
82941,2,70
82942,74,54
82943,51,6
82944,68,66
82945,94,89
82946,77,14
82947,79,20
82948,17,82
82949,17,95
82950,35,15
82951,57,79
82952,5,44
82953,16,23
82954,60,38
82955,22,70
82956,57,54
82957,28,25
82958,68,63
82959,78,7
82960,67,24
82961,56,94
82962,3,33
82963,38,69
82964,42,98
82965,2,90
82966,79,48
82967,48,80
82968,47,83
82969,98,16
82970,47,38
82971,83,27
82972,90,4
82973,68,4
82974,11,78
82975,90,59
82976,95,49
82977,88,47
82978,24,92
82979,35,23
82980,55,98
82981,79,68
82982,73,82
82983,66,32
82984,30,42
82985,61,89
82986,87,53
82987,87,44
82988,19,100
82989,17,34
82990,9,71
82991,84,79
82992,77,11
82993,33,45
82994,13,80
82995,39,36
82996,51,44
82997,33,42
82998,50,32
82999,17,56
83000,80,90
83001,9,37
83002,35,94
83003,20,7
83004,51,5
83005,20,31
83006,35,28
83007,75,86
83008,70,61
83009,60,65
83010,67,3
83011,78,75
83012,35,72
83013,78,55
83014,80,18
83015,74,3
83016,66,23
83017,45,93
83018,80,32
83019,76,93
83020,57,65
83021,65,47
83022,9,62
83023,10,67
83024,49,76
83025,34,10
83026,49,36
83027,8,6
83028,89,48
83029,43,32
83030,88,75
83031,52,43
83032,48,37
83033,15,51
83034,85,63
83035,3,80
83036,93,13
83037,28,30
83038,55,67
83039,27,46
83040,31,1
83041,84,66
83042,80,80
83043,20,52
83044,26,17
83045,34,83
83046,49,81
83047,13,77
83048,98,5
83049,97,90
83050,34,24
83051,64,45
83052,28,42
83053,77,60
83054,30,97
83055,39,9
83056,19,14
83057,34,96
83058,31,30
83059,56,34
83060,55,73
83061,94,98
83062,4,45
83063,43,71
83064,9,89
83065,86,4
83066,12,87
83067,78,32
83068,20,20
83069,66,51
83070,79,30
83071,99,63
83072,97,100
83073,19,17
83074,17,82
83075,22,60
83076,71,85
83077,39,84
83078,63,43
83079,50,76
83080,100,98
83081,65,35
83082,47,40
83083,69,50
83084,97,90
83085,28,90
83086,19,85
83087,62,49
83088,42,47
83089,72,2
83090,38,33
83091,56,11
83092,51,8
83093,88,51
83094,43,85
83095,36,88
83096,48,20
83097,75,90
83098,97,53
83099,80,99
83100,15,80
83101,73,2
83102,84,60
83103,13,72
83104,62,78
83105,97,74
83106,48,11
83107,14,13
83108,24,93
83109,83,11
83110,81,29
83111,89,59
83112,89,68
83113,4,31
83114,10,11
83115,16,26
83116,62,76
83117,2,81
83118,64,51
83119,3,46
83120,85,44
83121,6,18
83122,100,25
83123,49,44
83124,88,69
83125,40,98
83126,26,9
83127,97,72
83128,64,1
83129,20,92
83130,88,52
83131,2,82
83132,98,59
83133,67,40
83134,89,48
83135,84,6
83136,73,13
83137,73,89
83138,44,29
83139,63,74
83140,26,33
83141,59,11
83142,34,99
83143,43,8
83144,35,72
83145,19,30
83146,10,1
83147,14,68
83148,19,51
83149,75,89
83150,62,92
83151,61,13
83152,96,52
83153,11,92
83154,44,77
83155,54,27
83156,100,89
83157,64,21
83158,100,8
83159,69,42
83160,92,57
83161,25,23
83162,16,26
83163,61,4
83164,49,56
83165,12,41
83166,50,55
83167,60,77
83168,38,49
83169,19,30
83170,10,11
83171,82,35
83172,32,62
83173,21,66
83174,79,53
83175,97,71
83176,15,27
83177,69,67
83178,40,95
83179,12,43
83180,36,48
83181,9,74
83182,67,46
83183,84,2
83184,34,27
83185,46,59
83186,57,9
83187,51,28
83188,81,99
83189,89,92
83190,20,45
83191,70,89
83192,27,71
83193,12,2
83194,59,93
83195,83,74
83196,44,55
83197,18,4
83198,19,90
83199,90,35
83200,76,95
83201,20,47
83202,17,51
83203,26,27
83204,3,66
83205,3,10
83206,77,94
83207,17,42
83208,8,73
83209,21,55
83210,79,7
83211,28,8
83212,65,31
83213,7,37
83214,38,26
83215,28,43
83216,32,97
83217,73,85
83218,16,45
83219,41,34
83220,83,89
83221,64,80
83222,48,87
83223,53,74
83224,69,75
83225,57,72
83226,72,99
83227,11,14
83228,19,31
83229,76,10
83230,61,17
83231,35,96
83232,52,92
83233,99,1
83234,60,19
83235,49,6
83236,75,84
83237,38,12
83238,13,85
83239,71,71
83240,1,49
83241,80,59
83242,77,62
83243,68,86
83244,60,43
83245,98,11
83246,12,62
83247,37,13
83248,10,62
83249,97,5
83250,75,80
83251,75,9
83252,17,28
83253,93,29
83254,13,17
83255,15,57
83256,8,2
83257,4,73
83258,73,27
83259,84,74
83260,89,87
83261,5,44
83262,78,56
83263,67,32
83264,4,68
83265,87,81
83266,69,99
83267,21,96
83268,89,69
83269,14,48
83270,33,6
83271,96,42
83272,49,44
83273,90,42
83274,24,49
83275,96,98
83276,22,58
83277,45,71
83278,92,56
83279,8,10
83280,92,58
83281,38,15
83282,40,17
83283,58,66
83284,45,29
83285,93,3
83286,72,28
83287,90,86
83288,36,77
83289,1,93
83290,82,44
83291,24,23
83292,62,33
83293,38,73
83294,9,30
83295,63,34
83296,86,91
83297,3,49
83298,53,73
83299,2,48
83300,27,13
83301,19,92
83302,93,31
83303,28,47
83304,37,34
83305,39,78
83306,58,66
83307,77,94
83308,78,7
83309,42,93
83310,31,40
83311,50,29
83312,70,46
83313,76,84
83314,40,78
83315,74,58
83316,76,59
83317,52,58
83318,99,72
83319,13,12
83320,42,32
83321,16,63
83322,50,39
83323,100,97
83324,88,48
83325,41,53
83326,95,45
83327,31,53
83328,97,69
83329,20,65
83330,80,64
83331,91,86
83332,50,100
83333,76,9
83334,28,78
83335,28,44
83336,17,2
83337,56,75
83338,61,54
83339,59,51
83340,31,79
83341,54,49
83342,35,30
83343,2,55
83344,3,34
83345,57,6
83346,43,98
83347,30,92
83348,22,64
83349,22,46
83350,73,85
83351,1,81
83352,56,87
83353,28,93
83354,60,35
83355,12,76
83356,100,78
83357,16,57
83358,79,83
83359,89,15
83360,62,68
83361,21,12
83362,71,97
83363,79,81
83364,7,92
83365,40,19
83366,66,81
83367,77,25
83368,35,53
83369,87,63
83370,1,44
83371,70,99
83372,35,56
83373,32,83
83374,51,21
83375,50,40
83376,95,1
83377,41,94
83378,86,45
83379,69,7
83380,100,37
83381,2,39
83382,73,8
83383,20,37
83384,60,12
83385,88,45
83386,83,15
83387,67,92
83388,60,75
83389,28,20
83390,73,40
83391,32,42
83392,95,2
83393,77,12
83394,99,100
83395,90,55
83396,70,60
83397,38,98
83398,73,18
83399,7,40
83400,28,46
83401,22,10
83402,71,56
83403,4,70
83404,41,60
83405,25,86
83406,52,38
83407,23,12
83408,72,83
83409,1,86
83410,31,100
83411,1,34
83412,12,92
83413,3,65
83414,23,82
83415,62,41
83416,78,46
83417,5,64
83418,28,83
83419,37,89
83420,29,68
83421,94,32
83422,31,90
83423,35,16
83424,32,20
83425,1,36
83426,58,78
83427,20,28
83428,11,89
83429,24,14
83430,74,90
83431,76,8
83432,1,74
83433,39,33
83434,77,81
83435,67,30
83436,81,91
83437,61,32
83438,42,92
83439,51,22
83440,43,19
83441,73,11
83442,94,66
83443,65,54
83444,76,97
83445,54,59
83446,9,81
83447,38,93
83448,3,7
83449,65,33
83450,37,54
83451,24,30
83452,51,64
83453,97,62
83454,97,66
83455,32,91
83456,31,77
83457,45,83
83458,64,9
83459,49,41
83460,17,51
83461,48,74
83462,44,29
83463,66,37
83464,95,76
83465,53,31
83466,13,42
83467,51,95
83468,19,3
83469,92,6
83470,44,65
83471,83,76
83472,25,18
83473,5,83
83474,13,52
83475,26,14
83476,24,71
83477,93,87
83478,68,68
83479,95,60
83480,76,47
83481,22,17
83482,25,30
83483,31,24
83484,81,69
83485,76,7
83486,45,50
83487,82,3
83488,9,85
83489,81,92
83490,67,60
83491,62,78
83492,71,92
83493,20,27
83494,5,64
83495,48,53
83496,65,23
83497,68,7
83498,47,20
83499,84,66
83500,5,48
83501,63,100
83502,24,76
83503,71,92
83504,12,41
83505,98,73
83506,61,19
83507,21,87
83508,81,61
83509,99,52
83510,84,52
83511,62,64
83512,62,78
83513,90,69
83514,18,75
83515,28,50
83516,42,1
83517,38,2
83518,5,90
83519,80,44
83520,37,56
83521,68,22
83522,67,13
83523,56,37
83524,95,32
83525,62,42
83526,27,77
83527,26,34
83528,90,50
83529,51,43
83530,44,57
83531,2,38
83532,63,49
83533,31,38
83534,64,91
83535,59,17
83536,82,55
83537,17,35
83538,43,69
83539,8,99
83540,14,47
83541,51,74
83542,80,11
83543,36,42
83544,24,78
83545,17,39
83546,58,96
83547,25,3
83548,13,58
83549,50,70
83550,16,98
83551,89,43
83552,44,98
83553,31,10
83554,60,79
83555,10,88
83556,50,4
83557,30,10
83558,23,6
83559,68,6
83560,89,90
83561,24,29
83562,41,42
83563,1,7
83564,34,48
83565,36,54
83566,42,94
83567,78,52
83568,39,45
83569,7,15
83570,23,93
83571,18,87
83572,43,98
83573,94,11
83574,21,80
83575,72,16
83576,90,55
83577,51,30
83578,81,55
83579,20,77
83580,94,39
83581,14,71
83582,88,17
83583,23,55
83584,71,14
83585,95,62
83586,38,65
83587,39,40
83588,45,50
83589,34,26
83590,11,25
83591,81,58
83592,70,7
83593,74,84
83594,40,93
83595,64,48
83596,8,31
83597,15,8
83598,50,17
83599,32,32
83600,93,24
83601,69,18
83602,89,4
83603,72,53
83604,96,77
83605,31,52
83606,7,50
83607,22,40
83608,27,45
83609,10,15
83610,79,51
83611,71,81
83612,72,28
83613,88,30
83614,20,70
83615,24,65
83616,89,13
83617,53,31
83618,1,10
83619,38,60
83620,70,56
83621,15,73
83622,8,38
83623,40,95
83624,9,11
83625,3,36
83626,56,12
83627,19,52
83628,26,44
83629,9,92
83630,36,92
83631,77,23
83632,30,45
83633,79,78
83634,76,21
83635,76,51
83636,6,2
83637,34,31
83638,22,95
83639,92,77
83640,9,17
83641,36,9
83642,76,14
83643,59,89
83644,53,46
83645,37,4
83646,26,75
83647,56,32
83648,30,6
83649,11,38
83650,39,27
83651,56,13
83652,38,70
83653,32,57
83654,61,38
83655,56,77
83656,33,97
83657,93,47
83658,28,13
83659,97,83
83660,11,64
83661,99,23
83662,34,39
83663,44,27
83664,68,51
83665,19,85
83666,76,7
83667,95,15
83668,41,7
83669,86,50
83670,71,91
83671,79,98
83672,90,45
83673,100,78
83674,5,51
83675,18,78
83676,15,66
83677,77,88
83678,28,90
83679,44,69
83680,8,68
83681,25,30
83682,10,55
83683,68,58
83684,4,24
83685,86,70
83686,2,12
83687,41,81
83688,78,31
83689,11,81
83690,62,7
83691,96,71
83692,55,48
83693,90,17
83694,8,87
83695,35,42
83696,82,39
83697,58,28
83698,86,100
83699,7,10
83700,76,24
83701,84,93
83702,15,34
83703,3,31
83704,67,43
83705,54,76
83706,76,14
83707,98,52
83708,18,35
83709,16,54
83710,48,11
83711,51,39
83712,3,91
83713,15,37
83714,57,89
83715,31,95
83716,20,7
83717,6,77
83718,46,1
83719,41,73
83720,11,1
83721,81,36
83722,16,46
83723,84,97
83724,99,90
83725,71,20
83726,65,15
83727,92,81
83728,86,76
83729,40,91
83730,82,85
83731,11,16
83732,39,57
83733,13,78
83734,70,74
83735,56,5
83736,3,1
83737,30,26
83738,76,36
83739,12,34
83740,44,41
83741,17,35
83742,73,90
83743,14,69
83744,23,28
83745,20,97
83746,63,53
83747,53,6
83748,60,41
83749,74,44
83750,29,59
83751,49,6
83752,48,99
83753,75,84
83754,62,58
83755,75,17
83756,29,58
83757,11,62
83758,37,32
83759,79,10
83760,43,67
83761,11,78
83762,7,25
83763,3,54
83764,9,7
83765,46,34
83766,47,13
83767,79,68
83768,57,63
83769,39,53
83770,97,89
83771,28,45
83772,3,64
83773,56,43
83774,63,78
83775,87,87
83776,35,51
83777,57,1
83778,62,89
83779,87,43
83780,47,47
83781,69,80
83782,34,63
83783,26,56
83784,67,82
83785,10,34
83786,57,98
83787,87,79
83788,72,44
83789,92,47
83790,30,15
83791,76,86
83792,21,20
83793,37,49
83794,91,55
83795,58,78
83796,93,90
83797,40,36
83798,69,81
83799,58,70
83800,49,41
83801,75,27
83802,69,95
83803,79,73
83804,3,100
83805,86,13
83806,35,4
83807,61,50
83808,4,83
83809,6,87
83810,30,56
83811,100,51
83812,99,66
83813,90,63
83814,49,92
83815,53,62
83816,9,72
83817,18,27
83818,35,39
83819,84,79
83820,10,69
83821,82,80
83822,78,53
83823,100,26
83824,20,7
83825,33,6
83826,39,50
83827,17,8
83828,5,80
83829,44,79
83830,20,3
83831,36,14
83832,54,24
83833,45,86
83834,79,39
83835,30,69
83836,45,98
83837,40,13
83838,25,1
83839,80,7
83840,70,52
83841,13,57
83842,80,100
83843,30,17
83844,23,26
83845,23,70
83846,93,32
83847,25,34
83848,3,65
83849,66,69
83850,30,96
83851,77,43
83852,77,63
83853,84,81
83854,47,19
83855,20,23
83856,70,58
83857,55,55
83858,80,58
83859,69,92
83860,14,59
83861,13,28
83862,75,86
83863,2,72
83864,33,62
83865,78,26
83866,44,15
83867,65,87
83868,22,1
83869,62,58
83870,28,70
83871,7,7
83872,63,17
83873,99,14
83874,86,43
83875,90,88
83876,92,63
83877,46,84
83878,93,46
83879,25,77
83880,72,96
83881,2,98
83882,86,98
83883,82,56
83884,38,62
83885,43,31
83886,95,39
83887,14,84
83888,3,85
83889,98,68
83890,2,36
83891,31,97
83892,37,21
83893,67,63
83894,39,50
83895,3,87
83896,53,16
83897,17,52
83898,45,94
83899,10,3
83900,12,84
83901,99,44
83902,55,50
83903,26,23
83904,63,29
83905,39,92
83906,22,9
83907,20,45
83908,82,74
83909,29,55
83910,26,87
83911,19,82
83912,50,57
83913,40,97
83914,12,33
83915,64,40
83916,81,29
83917,45,49
83918,52,82
83919,99,36
83920,5,20
83921,2,83
83922,65,62
83923,100,99
83924,79,79
83925,42,43
83926,67,27
83927,100,23
83928,100,89
83929,15,56
83930,58,29
83931,79,70
83932,81,24
83933,63,93
83934,2,62
83935,52,62
83936,37,51
83937,35,38
83938,34,20
83939,4,52
83940,100,31
83941,80,23
83942,18,97
83943,43,42
83944,88,22
83945,8,1
83946,74,10
83947,82,28
83948,8,64
83949,63,85
83950,72,8
83951,75,55
83952,14,75
83953,31,40
83954,95,75
83955,65,24
83956,36,89
83957,54,62
83958,80,41
83959,49,80
83960,28,81
83961,13,54
83962,80,53
83963,30,30
83964,90,91
83965,91,50
83966,41,95
83967,79,77
83968,57,70
83969,100,97
83970,13,57
83971,32,95
83972,84,38
83973,62,67
83974,1,50
83975,47,82
83976,54,2
83977,30,84
83978,7,19
83979,79,90
83980,38,5
83981,61,91
83982,80,41
83983,85,13
83984,85,17
83985,31,9
83986,74,76
83987,4,39
83988,5,2
83989,1,88
83990,92,88
83991,44,76
83992,14,18
83993,79,6
83994,37,74
83995,7,46
83996,59,78
83997,83,81
83998,84,53
83999,66,17
84000,90,44
84001,49,99
84002,9,68
84003,84,14
84004,35,8
84005,22,64
84006,18,82
84007,72,9
84008,31,89
84009,32,6
84010,63,31
84011,76,77
84012,14,44
84013,23,14
84014,40,58
84015,53,89
84016,27,50
84017,100,58
84018,54,13
84019,24,57
84020,96,1
84021,15,25
84022,27,57
84023,100,98
84024,27,39
84025,68,53
84026,23,100
84027,84,96
84028,51,90
84029,53,65
84030,29,80
84031,20,29
84032,36,99
84033,67,82
84034,27,95
84035,94,68
84036,82,76
84037,37,68
84038,7,2
84039,87,1
84040,49,21
84041,5,59
84042,10,6
84043,81,53
84044,51,34
84045,9,27
84046,63,56
84047,86,55
84048,78,8
84049,42,1
84050,70,38
84051,14,100
84052,95,66
84053,11,67
84054,63,62
84055,24,82
84056,19,8
84057,52,82
84058,50,17
84059,4,44
84060,42,26
84061,63,76
84062,28,75
84063,42,19
84064,81,76
84065,81,90
84066,93,35
84067,6,69
84068,37,66
84069,100,52
84070,34,47
84071,85,58
84072,75,16
84073,18,62
84074,17,35
84075,31,63
84076,34,20
84077,67,8
84078,32,11
84079,98,40
84080,38,23
84081,27,5
84082,63,91
84083,39,5
84084,60,2
84085,87,17
84086,16,22
84087,71,74
84088,20,78
84089,46,56
84090,77,88
84091,22,73
84092,81,6
84093,67,62
84094,53,53
84095,44,71
84096,15,74
84097,62,62
84098,10,90
84099,70,55
84100,67,70
84101,31,36
84102,65,7
84103,77,20
84104,100,91
84105,18,27
84106,1,73
84107,38,37
84108,31,1
84109,25,89
84110,5,79
84111,21,69
84112,9,1
84113,19,66
84114,14,44
84115,49,49
84116,3,91
84117,12,56
84118,61,77
84119,82,84
84120,79,23
84121,68,45
84122,84,26
84123,58,79
84124,6,26
84125,48,13
84126,36,15
84127,10,79
84128,32,72
84129,85,96
84130,95,78
84131,28,43
84132,64,20
84133,40,10
84134,91,78
84135,54,36
84136,51,51
84137,12,82
84138,40,36
84139,83,50
84140,76,67
84141,27,38
84142,27,39
84143,9,95
84144,1,9
84145,5,86
84146,30,12
84147,11,57
84148,76,4
84149,64,41
84150,21,99
84151,18,88
84152,97,100
84153,36,28
84154,40,83
84155,69,48
84156,36,64
84157,45,81
84158,91,55
84159,57,74
84160,84,100
84161,23,58
84162,99,96
84163,54,56
84164,22,67
84165,34,33
84166,35,47
84167,43,43
84168,73,68
84169,31,43
84170,34,57
84171,68,80
84172,65,33
84173,60,17
84174,14,35
84175,30,60
84176,72,91
84177,64,6
84178,52,71
84179,88,98
84180,79,83
84181,70,75
84182,100,12
84183,30,82
84184,24,84
84185,47,88
84186,59,74
84187,40,40
84188,76,59
84189,100,64
84190,30,47
84191,82,57
84192,15,73
84193,65,77
84194,20,42
84195,30,87
84196,91,41
84197,17,57
84198,66,65
84199,56,49
84200,37,89
84201,63,14
84202,46,91
84203,51,88
84204,40,84
84205,61,19
84206,97,86
84207,33,3
84208,50,18
84209,26,90
84210,80,86
84211,78,14
84212,7,47
84213,32,27
84214,11,39
84215,80,8
84216,87,73
84217,81,91
84218,24,22
84219,24,5
84220,6,58
84221,99,35
84222,52,100
84223,76,33
84224,75,19
84225,64,5
84226,53,78
84227,42,85
84228,49,27
84229,61,42
84230,15,65
84231,9,81
84232,55,60
84233,4,89
84234,32,41
84235,12,15
84236,99,100
84237,25,51
84238,80,42
84239,94,17
84240,57,7
84241,95,74
84242,23,9
84243,71,9
84244,72,91
84245,96,59
84246,14,15
84247,16,34
84248,44,25
84249,35,94
84250,99,93
84251,44,30
84252,26,74
84253,51,19
84254,26,71
84255,9,27
84256,18,69
84257,53,54
84258,71,12
84259,20,80
84260,19,27
84261,67,33
84262,69,66
84263,19,97
84264,54,72
84265,28,53
84266,59,14
84267,48,24
84268,60,69
84269,66,99
84270,94,35
84271,7,33
84272,81,61
84273,80,55
84274,91,1
84275,16,96
84276,68,8
84277,37,44
84278,44,63
84279,81,77
84280,84,57
84281,31,74
84282,36,94
84283,63,36
84284,75,74
84285,26,2
84286,67,52
84287,17,15
84288,73,24
84289,71,68
84290,74,50
84291,10,38
84292,26,94
84293,89,78
84294,95,60
84295,95,23
84296,77,74
84297,84,30
84298,83,21
84299,2,51
84300,9,40
84301,40,44
84302,17,40
84303,93,1
84304,49,26
84305,57,51
84306,15,94
84307,17,2
84308,28,14
84309,96,16
84310,34,90
84311,87,95
84312,9,62
84313,6,34
84314,71,39
84315,25,39
84316,9,21
84317,78,25
84318,33,95
84319,87,58
84320,40,87
84321,51,24
84322,55,64
84323,95,42
84324,23,49
84325,19,33
84326,87,17
84327,59,59
84328,10,13
84329,77,55
84330,82,98
84331,18,95
84332,16,41
84333,28,23
84334,35,83
84335,67,83
84336,3,1
84337,23,29
84338,74,82
84339,82,26
84340,13,67
84341,5,86
84342,56,77
84343,5,89
84344,7,71
84345,25,18
84346,20,16
84347,47,87
84348,75,89
84349,21,76
84350,88,5
84351,50,21
84352,47,8
84353,50,16
84354,73,70
84355,41,67
84356,27,6
84357,59,1
84358,100,100
84359,77,37
84360,41,89
84361,100,5
84362,62,78
84363,37,86
84364,54,44
84365,22,74
84366,91,81
84367,8,62
84368,93,48
84369,60,27
84370,92,8
84371,38,76
84372,4,59
84373,58,94
84374,41,62
84375,60,32
84376,98,5
84377,4,85
84378,81,78
84379,85,1
84380,100,26
84381,36,87
84382,5,2
84383,95,30
84384,34,94
84385,51,92
84386,33,24
84387,91,100
84388,12,18
84389,3,82
84390,8,5
84391,6,23
84392,1,54
84393,60,54
84394,69,10
84395,81,94
84396,3,56
84397,36,46
84398,75,92
84399,19,23
84400,10,90
84401,38,19
84402,47,60
84403,35,47
84404,59,67
84405,100,38
84406,66,63
84407,49,14
84408,79,33
84409,35,19
84410,51,64
84411,95,56
84412,79,53
84413,62,71
84414,51,96
84415,10,83
84416,39,69
84417,55,72
84418,64,52
84419,40,8
84420,59,29
84421,77,8
84422,57,35
84423,41,95
84424,31,18
84425,94,54
84426,54,21
84427,89,21
84428,19,90
84429,6,67
84430,26,52
84431,95,61
84432,94,9
84433,90,36
84434,86,44
